DrugBankID	DrugName
DB04016	2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid
DB04018	S-Isopropyl-Isothiourea
DB04020	4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol
DB04044	4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid
DB04059	8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide
DB04066	para-Coumaric Acid
DB04076	Hypoxanthine
DB04077	glycerol
DB04083	N'-Pyridoxyl-Lysine-5'-Monophosphate
DB04092	Apstatin
DB04099	Deamido-Nad+
DB04105	N-Heptylformamide
DB04107	[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester
DB04115	Berberine
DB04126	N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane
DB04129	Willardiine
DB04132	S-Hexylglutathione
DB04137	Guanosine-5'-Triphosphate
DB04140	1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide
DB04141	2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol
DB04147	Lauryl Dimethylamine-N-Oxide
DB04149	(R)-Rolipram
DB04152	2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid
DB04160	Pyrophosphoric acid
DB04163	5-Phenylsulfanyl-2,4-Quinazolinediamine
DB04165	valpromide
DB04173	Fructose
DB04183	Methylmalonic Acid
DB04185	Norvaline
DB04186	N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea
DB04200	Matairesinol
DB04204	[(4-{4-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Butyl}-Phenyl)-Difluoro-Methyl]-Phosphonic Acid
DB04205	Thymidine-3',5'-Diphosphate
DB04214	4-Nitrophenyl Phosphate
DB04215	CRA_9076
DB04216	Quercetin
DB04223	Nitroarginine
DB04224	Oleic Acid
DB04228	Dihydroxyphenylglycine
DB04233	(Hydroxyethyloxy)Tri(Ethyloxy)Octane
DB04242	P-Hydroxybenzoic Acid
DB04270	(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid
DB04272	Citric Acid
DB04275	N-acetylserotonin
DB04288	2-[Trans-(4-Aminocyclohexyl)Amino]-6-(Benzyl-Amino)-9-Cyclopentylpurine
DB04297	Trichostatin A
DB04299	Maleic Acid
DB04306	5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine
DB04307	5-Hydroxy-N-Propargyl-1(R)-Aminoindan
DB04310	2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide
DB04315	Guanosine-5'-Diphosphate
DB04324	Ovalicin
DB04325	Phenethylamine
DB04326	Dihydroxyacetone phosphate
DB04338	SB220025
DB04348	Taurocholic Acid
DB04360	Benzo[B]Thiophene-2-Boronic Acid
DB04365	Arecoline
DB04367	Debromohymenialdisine
DB04368	Bb-3497
DB04387	1-Hydroxy-2-Amino-3-Cyclohexylpropane
DB04395	Phosphoaminophosphonic Acid-Adenylate Ester
DB04398	Lactic Acid
DB04400	L-erythro-7,8-dihydrobiopterin
DB04404	Allosamizoline
DB04407	4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol
DB04419	D-norleucine
DB04424	RPR128515
DB04444	Tetrafluoroaluminate Ion
DB04447	1,4-Dithiothreitol
DB04451	4-Methylpiperazin-1-Yl Carbonyl Group
DB04454	Alpha-Aminobutyric Acid
DB04456	Arsenous acid
DB04459	3,4-Dichloroisocoumarin
DB04464	N-Formylmethionine
DB04465	Lactose
DB04473	Alpha-L-Fucose
DB04474	1-Anilino-8-Naphthalene Sulfonate
DB04480	3-(4-Fluorophenyl)-2-(6-Methylpyridin-2-Yl)-5,6-Dihydro-4h-Pyrrolo[1,2-B]Pyrazole
DB04485	thymidine
DB04491	Diisopropylphosphono Group
DB04493	Fructose-6-Phosphate
DB04500	Acedoben
DB04513	N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide
DB04518	3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol
DB04519	Caprylic acid
DB04522	Dexfosfoserine
DB04528	2,4-Dinitrophenol
DB04530	S,S-(2-Hydroxyethyl)Thiocysteine
DB04532	Indole
DB04534	5-Nitroindazole
DB04540	cholesterol
DB04545	Afegostat
DB04552	Niflumic Acid
DB04555	Cytidine-5'-Diphosphate
DB04557	Arachidonic Acid
DB04563	CRA_9678
DB04566	Inosinic Acid
DB04570	Moxalactam
DB04571	Trioxsalen
DB04572	thiotepa
DB04573	Estriol
DB04574	ogen
DB04575	Quinestrol
DB04576	Fleroxacin
DB04581	1-benzylimidazole
DB04588	N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE
DB04590	(2R)-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO){5-ETHOXY-2-FLUORO-3-[(3R)-TETRAHYDROFURAN-3-YLOXY]PHENYL}ACETICACID
DB04599	Aniracetam
DB04600	4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE
DB04601	4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE
DB04604	5-iodotubercidin
DB04608	9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE
DB04630	Aldosterone
DB04639	Biphenylalanine
DB04652	Corticosterone
DB04654	4-PIPERIDIN-4-YLBUTANAL
DB04660	Glycerylphosphorylcholine
DB04665	Coumarin
DB04674	2-HYDROXY-3,5-DIIODOBENZOIC ACID
DB04688	Methylecgonine
DB04690	Camptothecin
DB04695	Farnesyl thiopyrophosphate
DB04699	4-Butyrolactone
DB04705	25-Hydroxycholesterol
DB04707	Hydroxyfasudil
DB04711	iodipamide
DB04714	ISOPENTENYL PYROPHOSPHATE
DB04715	IMIDAZOPYRIDAZIN 1
DB04716	2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one
DB04719	DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE
DB04725	Licofelone
DB04739	4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE
DB04743	nimesulide
DB04745	2-OXOQUINOLINE
DB04751	Purvalanol A
DB04763	1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM
DB04769	5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE
DB04786	Suramin
DB04794	Bifonazole
DB04795	Thenoyltrifluoroacetone
DB04799	6-Hydroxy-5-undecyl-4,7-benzothiazoledione
DB04813	Bithionol
DB04815	Clioquinol
DB04816	danthron
DB04817	dipyrone
DB04818	Iproniazid
DB04819	Methapyrilene
DB04820	Nialamide
DB04821	Nomifensine
DB04824	phenolphthalein
DB04825	Prenylamine
DB04827	Urethane
DB04828	Zomepirac
DB04829	lysergic acid diethylamide
DB04831	Ticrynafen
DB04832	Zimeldine
DB04833	Methaqualone
DB04835	maraviroc
DB04837	Clofedanol
DB04838	Cyclandelate
DB04839	Cyproterone Acetate
DB04840	Debrisoquin
DB04841	Flunarizine
DB04842	Fluspirilene
DB04843	Mepenzolate
DB04844	tetrabenazine
DB04845	ixabepilone
DB04846	Celiprolol
DB04849	Cediranib
DB04853	Binodenoson
DB04854	Febuxostat
DB04855	Dronedarone
DB04861	nebivolol
DB04865	Homoharringtonine
DB04868	AMN107
DB04871	Lorcaserin
DB04875	Pralnacasan
DB04876	vildagliptin
DB04878	voglibose
DB04879	Vatalanib
DB04880	Enoximone
DB04881	Elacridar
DB04883	Darusentan
DB04890	betotastine besilate
DB04892	Phenserine
DB04894	Vapreotide
DB04895	Pegaptanib
DB04896	milnacipran
DB04897	Lucinactant
DB04898	Ximelagatran
DB04899	Nesiritide
DB04908	Flibanserin
DB04911	Oritavancin
DB04920	Clevidipine
DB04930	Permethrin
DB04931	Afamelanotide
DB04932	Defibrotide
DB04938	Ospemifene
DB04941	Crofelemer
DB04942	Tamibarotene
DB04946	Iloperidone
DB04948	Lofexidine
DB04953	Ezogabine
DB04954	Tecadenoson
DB04960	Tipifarnib
DB04967	Lucanthone
DB05013	Ingenol Mebutate
DB05015	Belinostat
DB05016	Ataluren
DB05039	Indacaterol
DB05076	Fenretinide
DB05095	Cimicoxib
DB05105	Pleconaril
DB05109	ET-743
DB05186	SQ-109
DB05234	LGD2941
DB05239	Cobimetinib
DB05245	silver sulfadiazine
DB05246	methsuximide
DB05259	Glatiramer Acetate
DB05260	Gallium nitrate
DB05265	ecabet sodium
DB05266	ibudilast
DB05271	Rotigotine
DB05294	Vandetanib
DB05311	Ecallantide
DB05316	Pimavanserin
DB05332	Romiplostim
DB05336	Obiltoxaximab
DB05381	Histamine
DB05414	Pipendoxifene
DB05416	Cardarine
DB05424	Canertinib
DB05465	Tandutinib
DB05482	7-ethyl-10-hydroxycamptothecin
DB05511	Piclidenoson
DB05521	Telaprevir
DB05528	Mipomersen
DB05578	Ramucirumab
DB05630	Sodium stibogluconate
DB05676	Apremilast
DB05679	Ustekinumab
DB05773	Trastuzumab emtansine
DB05812	Abiraterone
DB05829	Parathyroid hormone
DB06016	Cariprazine
DB06144	Sertindole
DB06147	Sulfathiazole
DB06148	mianserin
DB06150	Sulfadimethoxine
DB06151	N-acetylcysteine
DB06155	SR141716A
DB06168	Canakinumab
DB06176	Romidepsin
DB06186	Ipilimumab
DB06196	Icatibant
DB06201	Rufinamide
DB06203	Alogliptin
DB06204	Tapentadol
DB06207	Silodosin
DB06209	prasugrel
DB06210	Eltrombopag
DB06211	Doripenem
DB06212	Tolvaptan
DB06213	Regadenoson
DB06216	Asenapine
DB06218	Lacosamide
DB06219	Dalbavancin
DB06237	Avanafil
DB06243	Eflornithine
DB06255	Incadronic acid
DB06262	Droxidopa
DB06267	Udenafil
DB06268	sitaxsentan
DB06271	Sulodexide
DB06273	Tocilizumab
DB06274	alvimopan
DB06282	Levocetirizine
DB06283	Ziconotide
DB06285	Teriparatide
DB06287	temsirolimus
DB06288	amisulpride
DB06290	Simeprevir
DB06292	Dapagliflozin
DB06317	Elotuzumab
DB06335	saxagliptin
DB06366	Pertuzumab
DB06372	Rilonacept
DB06401	Bazedoxifene
DB06402	Telavancin
DB06403	Ambrisentan
DB06412	Oxymetholone
DB06413	Armodafinil
DB06414	Etravirine
DB06415	Calfactant
DB06439	Tyloxapol
DB06480	Prucalopride
DB06554	Gaboxadol
DB06589	Pazopanib
DB06590	Ceftaroline fosamil
DB06594	Agomelatine
DB06603	Panobinostat
DB06605	Apixaban
DB06612	Mepolizumab
DB06614	Peramivir
DB06616	Bosutinib
DB06626	Axitinib
DB06636	Isavuconazonium
DB06637	Dalfampridine
DB06643	Denosumab
DB06650	Ofatumumab
DB06655	Liraglutide
DB06663	Pasireotide
DB06674	golimumab
DB06681	Belatacept
DB06684	Vilazodone
DB06689	Ethanolamine oleate
DB06691	Mepyramine
DB06692	Aprotinin
DB06694	xylometazoline
DB06695	dabigatran etexilate
DB06696	arbekacin
DB06698	betahistine
DB06699	degarelix
DB06700	Desvenlafaxine
DB06701	Dexmethylphenidate
DB06702	fesoterodine
DB06703	gadobutrol
DB06706	Isometheptene
DB06707	Nordefrin
DB06708	Lumefantrine
DB06709	Methacholine
DB06710	methyltestosterone
DB06711	naphazoline
DB06712	nilvadipine
DB06713	Norelgestromin
DB06715	potassium iodide
DB06716	Fospropofol
DB06717	Fosaprepitant
DB06718	Stanozolol
DB06719	Buserelin
DB06720	Velaglucerase alfa
DB06723	aluminum hydroxide
DB06724	Calcium carbonate
DB06725	lornoxicam
DB06727	Sparteine
DB06731	Seproxetine
DB06732	beta-Naphthoflavone
DB06742	Ambroxol
DB06743	Ginkgolide A
DB06744	ginkgolide-B
DB06751	Drotaverine
DB06756	Glycine betaine
DB06760	Sacrosidase
DB06761	Beractant
DB06764	Tetryzoline
DB06766	Alcaftadine
DB06767	Ammonium chloride
DB06768	Ammonium lactate
DB06769	Bendamustine
DB06770	Benzyl alcohol
DB06771	Besifloxacin
DB06772	Cabazitaxel
DB06774	Capsaicin
DB06777	Chenodeoxycholic Acid
DB06779	Dalteparin
DB06781	difluprednate
DB06782	2,3-dimercaptopropanol
DB06783	Prussian blue
DB06786	Halcinonide
DB06788	Histrelin
DB06791	Lanreotide
DB06794	Lodoxamide
DB06795	Mafenide
DB06799	Hexamethylenetetramine
DB06800	Methylnaltrexone
DB06802	nepafenac
DB06803	Niclosamide
DB06809	AMD3100
DB06810	Plicamycin
DB06811	Polidocanol
DB06813	Pralatrexate
DB06817	Raltegravir
DB06819	Sodium phenylbutyrate
DB06820	Sulconazole
DB06822	Tinzaparin
DB06823	Tiopronin
DB06824	Triethylenetetramine
DB06826	Unoprostone
DB06830	(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)
DB06831	2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE
DB06832	Prinaberel
DB06834	N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide
DB06836	N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide
DB06837	(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide
DB06842	(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one
DB06843	2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE
DB06844	4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE
DB06845	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide
DB06850	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide
DB06853	N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide
DB06855	6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine
DB06856	6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE
DB06858	N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide
DB06871	17-METHYL-17-ALPHA-DIHYDROEQUILENIN
DB06875	ERB-196
DB06882	1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea
DB06883	1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea
DB06884	4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE
DB06888	(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE
DB06891	5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE
DB06896	1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide
DB06898	4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol
DB06905	(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid
DB06908	(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID
DB06914	1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE
DB06925	3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE
DB06927	[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE
DB06931	(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)
DB06937	4-(6-HYDROXY-BENZO[D]ISOXAZOL-3-YL)BENZENE-1,3-DIOL
DB06938	4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide
DB06940	N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide
DB06944	N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide
DB06945	N-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2H-pyran-4-carboxamide
DB06948	2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE
DB06953	2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE
DB06954	2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate
DB06956	N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE
DB06957	4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL
DB06959	(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine
DB06961	5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide
DB06964	5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE
DB06969	2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide
DB06973	Bisphenol A
DB06986	2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE
DB06987	(R)-Atenolol
DB06989	{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID
DB06991	N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide
DB06994	(2S,3S)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine
DB06999	PLX-4720
DB07001	(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine
DB07002	4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile
DB07003	(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine
DB07006	9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE
DB07009	2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL
DB07010	N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE
DB07013	TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE
DB07024	2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE
DB07036	(3aS,4R,9bR)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol
DB07045	(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol
DB07050	5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide
DB07053	2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID
DB07070	(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid
DB07073	5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4H)-one
DB07076	6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE
DB07080	N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE
DB07086	4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL
DB07087	4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL
DB07088	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide
DB07091	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide
DB07095	(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide
DB07107	(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE
DB07118	Hymecromone
DB07119	1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL
DB07121	4-({4-[(4-AMINOBUT-2-YNYL)OXY]PHENYL}SULFONYL)-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE
DB07126	O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE
DB07130	4-BROMO-3-(CARBOXYMETHOXY)-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID
DB07131	(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide
DB07137	(2S)-N-[(3E)-5-Cyclopropyl-3H-pyrazol-3-ylidene]-2-[4-(2-oxo-1-imidazolidinyl)phenyl]propanamide
DB07138	Neflamapimod
DB07145	(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE
DB07146	2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE
DB07149	(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one
DB07150	4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME
DB07159	Tamatinib
DB07162	4-(3-amino-1H-indazol-5-yl)-N-tert-butylbenzenesulfonamide
DB07164	N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine
DB07177	(5E,13E)-11-HYDROXY-9,15-DIOXOPROSTA-5,13-DIEN-1-OIC ACID
DB07186	4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE
DB07193	(2R,3R)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine
DB07194	2-{2-[(3,5-dimethylphenyl)amino]pyrimidin-4-yl}-N-[(1S)-2-hydroxy-1-methylethyl]-4-methyl-1,3-thiazole-5-carboxamide
DB07195	4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL
DB07198	5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE
DB07203	6-CYCLOHEXYLMETHOXY-2-(3'-CHLOROANILINO) PURINE
DB07204	(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE
DB07207	2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE
DB07211	(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE
DB07213	(5-{3-[5-(PIPERIDIN-1-YLMETHYL)-1H-INDOL-2-YL]-1H-INDAZOL-6-YL}-2H-1,2,3-TRIAZOL-4-YL)METHANOL
DB07215	GW-590735
DB07216	(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE
DB07218	6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE
DB07220	N-[5-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-1H-INDAZOL-3-YL]-2-(4-PIPERIDIN-1-YLPHENYL)ACETAMIDE
DB07227	L-778123
DB07229	3-{5-[AMINO(IMINIO)METHYL]-1H-INDOL-2-YL}-5-METHOXY-1,1'-BIPHENYL-2-OLATE
DB07230	3-BROMO-6-HYDROXY-2-(4-HYDROXYPHENYL)-1H-INDEN-1-ONE
DB07232	Veliparib
DB07233	N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan
DB07234	3-{[(1R)-1-phenylethyl]amino}-4-(pyridin-4-ylamino)cyclobut-3-ene-1,2-dione
